row_id,pattern_name,question,citation_index,source_file,input,document_text,document_relevance_execution_details,document_relevance_score,phoenix_document_relevance_score,phoenix_document_relevance_label,phoenix_document_relevance_explanation
6,planner_executor,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,3,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,**Ubezpieczenia na miarę potrzeb.** Umożliwiamy indywidualną konfigurację zakresu ubezpieczenia.,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.326870918273926}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Determine if the document text contains information to answer the question about group insurance contracts for 5 people in ERGO Podróże. Document mentions only individual configuration of insurance; no mention of group contracts.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Determine if the document text contains information to answer the question about group insurance contracts for 5 people in ERGO Podróże. Document mentions only individual configuration of insurance; no mention of group contracts.
6,planner_executor,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,4,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,"**Ponad 30 lat doświadczenia.** Przewidujemy sytuacje, które mogą zdarzyć się naszym Klientom.","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.32689094543457}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text mentions experience and anticipating client situations, but does not provide any information about ERGO Podróże group contracts or eligibility for a group contract for 5 people.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text mentions experience and anticipating client situations, but does not provide any information about ERGO Podróże group contracts or eligibility for a group contract for 5 people."
7,hierarchical,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,1,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,"1. Umową ubezpieczenia może zostać zawarta w formie grupowej, obejmującej minimum 8 osób, gdzie wszystkie osoby ubezpieczone objęte są tym samym zakresem ochrony ubezpieczeniowej.   2. Z uwagi na okre","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 10.252049922943115}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document states minimum 8 people for a group insurance contract; the question asks about a contract for 5 people, which cannot meet the minimum. This means the document can answer (it indicates 5 is not allowed).', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document states minimum 8 people for a group insurance contract; the question asks about a contract for 5 people, which cannot meet the minimum. This means the document can answer (it indicates 5 is not allowed)."
7,hierarchical,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,2,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,"1. Umowa ubezpieczenia może zostać zawarta w formie imiennej, rozumianej jako umowa ubezpieczenia dla przynajmniej jednej osoby ubezpieczonej, w której ramach każda osoba może mieć różny zakres ochron","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 18.261781930923462}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document mentions a named insurance contract can be concluded for at least one insured person and that within the contract each person may have a different scope of coverage, which implies multiple insured persons under one contract; this can indicate that a group contract for multiple people (e.g., 5) could be possible.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document mentions a named insurance contract can be concluded for at least one insured person and that within the contract each person may have a different scope of coverage, which implies multiple insured persons under one contract; this can indicate that a group contract for multiple people (e.g., 5) could be possible."
7,hierarchical,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,3,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,"1. W niniejszym dokumencie Sopockie Towarzystwo Ubezpieczeń ERGO Hestia S.A. z siedzibą w Sopocie (dalej: „ERGO Hestia”) opisało warunki, na jakich Klient i ERGO Hestia zawierają umowę ubezpieczenia.","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.326855182647705}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Ocena, czy dokument zawiera informacje dotyczące umowy grupowej dla 5 osób w ERGO Podróże.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Ocena, czy dokument zawiera informacje dotyczące umowy grupowej dla 5 osób w ERGO Podróże."
7,hierarchical,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,4,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,| Przedłużenie ochrony o 48 godzin | ✓ | ✓ | ✓ | | Opóźnienie lub odwołanie środka transportu | ✓ 1000 zł | ✓ 1000 zł | ✓ 1000 zł | | Przerwanie podróży | ✓ 3000 zł | ✓ 3000 zł | ✓ 10 000 zł | | Dozór,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.3268067836761475}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text lists travel insurance benefits and extensions but does not mention group contracts or the possibility to insure 5 people; thus it cannot answer whether a group contract for 5 people is available.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text lists travel insurance benefits and extensions but does not mention group contracts or the possibility to insure 5 people; thus it cannot answer whether a group contract for 5 people is available.
8,deterministic,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,1,hestia_ergo_podroz.md,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,1. Świadczenia w Ubezpieczeniu Pomoc Medyczna i Koszty Leczenia obejmują:   | **RODZAJ ŚWIADCZENIA** | **ŚWIADCZENIA** | |:---|:---| | **Pomoc medyczna** | a) leczenie szpitalne i ambulatoryjne;<br>b),"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.686245679855347}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Assessment of whether the document text contains information about dental emergency coverage and the coverage amount under ERGO Podróż insurance.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessment of whether the document text contains information about dental emergency coverage and the coverage amount under ERGO Podróż insurance.
8,deterministic,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,2,hestia_ergo_podroz.md,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,"Ubezpieczenie obejmuje: * ✓ niezbędną i natychmiastową pomoc w przypadku nagłego zachorowania lub nieszczęśliwego wypadku, np. leczenie szpitalne, ambulatoryjne, stomatologiczne, konsultacje medyczne","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 13.694634914398193}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Reasoning: The question asks whether dental costs are covered and up to what amount. The document states that dental care is included as part of the coverage for emergency care, but it does not specify any monetary limit. Therefore, the document contains information addressing the existence of coverage (relevant) but not the amount (no complete answer).', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Reasoning: The question asks whether dental costs are covered and up to what amount. The document states that dental care is included as part of the coverage for emergency care, but it does not specify any monetary limit. Therefore, the document contains information addressing the existence of coverage (relevant) but not the amount (no complete answer)."
8,deterministic,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,3,hestia_ergo_podroz.md,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,1. Ubezpieczenie Pomoc Medyczna i Koszty Leczenia oraz Ubezpieczenie Podróż Assistance obejmuje organizację i pokrycie niezbędnych kosztów udzielenia natychmiastowej pomocy za pośrednictwem Centrum Al,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 4.746336936950684}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Document mentions general medical coverage and assistance; it does not mention dental help or coverage amounts. Therefore cannot answer whether dental costs are covered or up to what amount.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Document mentions general medical coverage and assistance; it does not mention dental help or coverage amounts. Therefore cannot answer whether dental costs are covered or up to what amount.
8,deterministic,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,4,hestia_ergo_podroz.md,Czy i do jakiej kwoty w ubezpieczeniu ERGO Podróż pokrywane są koszty pomocy stomatologicznej?,i nie zwraca innych powstałych za granicą kosztów objętych zakresem Ubezpieczenia Pomoc Medyczna i Koszty Leczenia oraz Ubezpieczenia Podróż Assistance w odniesieniu do następstw tego nieszczęśliwego,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.164563179016113}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Assessing whether the document text provides information about coverage and amounts for dental assistance under ERGO Podróż.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessing whether the document text provides information about coverage and amounts for dental assistance under ERGO Podróż.
9,deterministic,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,1,hestia_ergo_podroz.md,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,3. Zakres ochrony ubezpieczeniowej określa umowa ubezpieczenia według poniższych wariantów:   | WARIANTY | I | II | III | |:---|:---:|:---:|:---:| | **Osoby objęte ochroną ubezpieczeniową** |  |  |  |,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.042515993118286}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': ""The document lists variants I, II, III under 'WARIANTY', which indicates three variants."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document lists variants I, II, III under 'WARIANTY', which indicates three variants."
9,deterministic,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,2,hestia_ergo_podroz.md,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,| **Ubezpieczenie Podróż Assistance** | ✓ | ✓ | ✓ | | **Ubezpieczenie Następstw Nieszczęśliwych Wypadków** | ✓ suma ubezpieczenia 10 000 zł | ✓ suma ubezpieczenia 30 000 zł | ✓ suma ubezpieczenia 60 0,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.990920782089233}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document lists two insurance products and shows three variants (three checkmarks or three sum options), indicating ERGO Podróż offers multiple variants.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document lists two insurance products and shows three variants (three checkmarks or three sum options), indicating ERGO Podróż offers multiple variants."
9,deterministic,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,3,hestia_ergo_podroz.md,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,| Przedłużenie ochrony o 48 godzin | ✓ | ✓ | ✓ | | Opóźnienie lub odwołanie środka transportu | ✓ 1000 zł | ✓ 1000 zł | ✓ 1000 zł | | Przerwanie podróży | ✓ 3000 zł | ✓ 3000 zł | ✓ 10 000 zł | | Dozór,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.418834209442139}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document_text shows a table with multiple columns representing different insurance variants (separate plan columns). This indicates there are several variants of ERGO Podróż insurance; the question asks how many variants are offered, and a table with three separate variant columns implies three variants.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document_text shows a table with multiple columns representing different insurance variants (separate plan columns). This indicates there are several variants of ERGO Podróż insurance; the question asks how many variants are offered, and a table with three separate variant columns implies three variants."
9,deterministic,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,4,hestia_ergo_podroz.md,Ile wariantów ubezpieczenia oferuje ERGO Podróż?,**Ubezpieczenia na miarę potrzeb.** Umożliwiamy indywidualną konfigurację zakresu ubezpieczenia.,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.822230100631714}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document mentions customizable insurance and tailoring, but does not specify the number of insurance variants offered by ERGO Podróż, so it cannot answer the question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document mentions customizable insurance and tailoring, but does not specify the number of insurance variants offered by ERGO Podróż, so it cannot answer the question."
10,deterministic,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,1,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,"1. Umową ubezpieczenia może zostać zawarta w formie grupowej, obejmującej minimum 8 osób, gdzie wszystkie osoby ubezpieczone objęte są tym samym zakresem ochrony ubezpieczeniowej.   2. Z uwagi na okre","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 4.376585006713867}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document states group insurance minimum 8 people; the question asks about a group contract for 5 people; since 5 < 8, the document provides information relevant to the question (it implies 5 is not allowed).', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document states group insurance minimum 8 people; the question asks about a group contract for 5 people; since 5 < 8, the document provides information relevant to the question (it implies 5 is not allowed)."
10,deterministic,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,2,hestia_ergo_podroz.md,Czy w ERGO Podróże może zostać zawarta umowa grupowa dla 5 osób?,"1. Umowa ubezpieczenia może zostać zawarta w formie imiennej, rozumianej jako umowa ubezpieczenia dla przynajmniej jednej osoby ubezpieczonej, w której ramach każda osoba może mieć różny zakres ochron","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.939231872558594}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Assessing whether the document indicates the possibility of a group contract for multiple insured persons in ERGO Podróże.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,Assessing whether the document indicates the possibility of a group contract for multiple insured persons in ERGO Podróże.
